slno,id,ward,wodetails,contractor,brnumber,amount,nett,deduction
1924,561637,187,"187-23-000002</a>De-Silting of Lowlaying areas in Ward Drains, Removal and Refixing of Drain Slabs, Missing Drain slabs, Debries clearence, Culverts repairs and New Culverts, Left out tree branches & Leaf waste clearance, Purchasing water pumps, Missing bits of Sewage drains, RCC Hume pipe for road side drains leading to SW. Drain, in Ward No. 187, Puttenahalli.",024119 KUSHAL P REDDY[phone removed],BR - 000076 / 21-Jan-2023CBR - / Rtgs - 001660 / 09-Jun-2025,3307257,3180756,126501
1925,561438,186,"186-23-000002</a>De-Silting of Lowlaying areas in Ward Drains, Removal and Refixing of Drain Slabs, Missing Drain slabs, Debries clearence, Culverts repairs and New Culverts, Left out tree branches & Leaf waste clearance, Purchasing water pumps, Missing bits of Sewage drains, RCC Hume pipe for road side drains leading to SW. Drain, in Ward No. 186, Jaraganahalli.",Mr R D KUMAR YADAV[phone removed],BR - 000085 / 28-Feb-2023CBR - / Rtgs - 001661 / 09-Jun-2025,2904873,2538444,366429
1926,467118,184,184-20-000149</a>Providing Water Line and Missed Links in Ward No 184 Uttarahalli,THEJESH V[phone removed],BR - 000222 / 25-Nov-2021CBR - / Rtgs - 001662 / 09-Jun-2025,877790,790210,87580
1927,538771,191,191-21-000004</a>Construction of Physically Challenged Friendly Toilets at Kudlu Village in Ward No-191 Singasandra,025754 VASANTHA S[phone removed],BR - 000064 / 20-Aug-2022CBR - / Rtgs - 001663 / 09-Jun-2025,1799000,1719104,79896
1928,538736,191,191-21-000009</a>Construction of Physically Challenged Friendly Toilets at Naganathapura Village in ward no 191 Singasandra,025754 VASANTHA S[phone removed],BR - 000065 / 20-Aug-2022CBR - / Rtgs - 001664 / 09-Jun-2025,1776900,1698330,78570
1929,546552,191,"191-22-000009</a>Providing Tubular pole, Street lights, Arial bunch cable Park Lights / lake pathway lights and Timer switches with connected accessories to Singasandra in ward no 191 Bommanahalli Zone. ",022492 ARAVINDA ELECTRICALS[phone removed],BR - 000082 / 29-Sep-2022CBR - / Rtgs - 001665 / 09-Jun-2025,22278811,21427348,851463
1930,546556,194,"194-22-000012</a>Providing Tubular pole, Street lights, Arial bunch cable Park Lights / lake pathway lights and Timer switches with connected accessories in ward no 194 & 195.",022492 ARAVINDA ELECTRICALS[phone removed],BR - 000083 / 29-Sep-2022CBR - / Rtgs - 001666 / 09-Jun-2025,22866579,21993504,873075
1931,548101,192,"192-22-000011</a>Providing Tubular pole, Street lights, Arial bunch cable Park Lights / lake pathway lights and Timer switches with connected accessories in ward no 192 & 196.",026383 VEDHA ELECTRICALS[phone removed],BR - 000084 / 12-Oct-2022CBR - / Rtgs - 001667 / 09-Jun-2025,35325562,33971991,1353571
1932,548556,184,"184-22-000015</a>Providing Tubular pole, Street lights, Arial bunch cable Park Lights / lake pathway lights and Timer switches with connected accessories in ward no 184, 185 & 197.",026383 VEDHA ELECTRICALS[phone removed],BR - 000085 / 12-Oct-2022CBR - / Rtgs - 001668 / 09-Jun-2025,35288904,33937644,1351260
1933,561268,192,"192-22-000011</a>Providing Tubular pole, Street lights, Arial bunch cable Park Lights / lake pathway lights and Timer switches with connected accessories in ward no 192 & 196.",026383 VEDHA ELECTRICALS[phone removed],BR - 000187 / 21-Jan-2023CBR - / Rtgs - 001669 / 09-Jun-2025,2986971,2865512,121459
1934,561732,184,"184-22-000015</a>Providing Tubular pole, Street lights, Arial bunch cable Park Lights / lake pathway lights and Timer switches with connected accessories in ward no 184, 185 & 197.",026383 VEDHA ELECTRICALS[phone removed],BR - 000188 / 21-Jan-2023CBR - / Rtgs - 001670 / 09-Jun-2025,3331060,3196126,134934
1935,568343,191,"191-22-000009</a>Providing Tubular pole, Street lights, Arial bunch cable Park Lights / lake pathway lights and Timer switches with connected accessories to Singasandra in ward no 191 Bommanahalli Zone. ",022492 ARAVINDA ELECTRICALS[phone removed],BR - 000189 / 10-Feb-2023CBR - / Rtgs - 001671 / 09-Jun-2025,21107057,20313848,793209
1936,568326,194,"194-22-000012</a>Providing Tubular pole, Street lights, Arial bunch cable Park Lights / lake pathway lights and Timer switches with connected accessories in ward no 194 & 195.",022492 ARAVINDA ELECTRICALS[phone removed],BR - 000190 / 10-Feb-2023CBR - / Rtgs - 001672 / 09-Jun-2025,17531779,16854068,677711
1937,570995,184,184-20-000078</a>Providing and Fixing Children play equipments and other Developmental works in ward no 184 Uttarahalli,023316 PRASANNA G N[phone removed],BR - 000023 / 27-Feb-2023CBR - / Rtgs - 001673 / 09-Jun-2025,12349532,10848354,1501178
1938,510639,186,186-20-000083</a>Providing and asphalting roads at Jaraganahalli in Ward No. 186.,ANANDA KUMAR[phone removed],BR - 000013 / 07-Apr-2022CBR - / Rtgs - 001674 / 09-Jun-2025,4682043,4210261,471782
1939,470053,186,186-20-000082</a>Providing and construction of concrete roads at Jaraganahalli in Ward No. 186.,MADAIAH D[phone removed],BR - 000029 / 14-Jun-2022CBR - / Rtgs - 001675 / 09-Jun-2025,4800352,4548765,251587
1940,470018,186,186-21-000006</a>COMPREHENSIVE DEVELOPMENT WORKS IN AND AROUND KR LAYOUT AND DORE BUNGALOW AT JARAGANAHALLI IN WARD NO 186,MADAIAH D[phone removed],BR - 000028 / 09-Jun-2022CBR - / Rtgs - 001676 / 09-Jun-2025,5593237,5316464,276773
1941,470011,186,186-21-000005</a>DRILLING OF BOREWELL AND OTHER ALLIED WATER SUPPLY WORKS AT JARAGANAHALLI IN WARD NO 186,MADAIAH D[phone removed],BR - 000031 / 15-Jun-2022CBR - / Rtgs - 001677 / 09-Jun-2025,3409228,3279752,129476
1942,567577,186,186-22-000007</a>Maintenance and Repairs to existing and water supply works in Ward No.186 Jaraganahalli,034565 NAGARAJA N[phone removed],BR - 000095 / 20-Mar-2023CBR - / Rtgs - 001678 / 09-Jun-2025,1795876,1725555,70321
1943,578420,175,175-21-000003</a>Providing PMC services for the works indicated below 1) Development of main roads in Bommanahalli Assembly Constituency,024185 S.H.ENGINEERINGCONSU[phone removed],BR - 000108 / 30-Mar-2023CBR - / Rtgs - 001679 / 09-Jun-2025,496000,446400,49600
1944,544903,9,009-22-000011</a>Improvements to Roads and Drains at Yerappa Garden in Ward No. 09 (Vidyaranyapura).,022686 K R CONSTRUCTIONS[phone removed],BR - 000094 / 21-Sep-2022CBR - / Rtgs - 001687 / 09-Jun-2025,6672000,6403898,268102
1945,524341,1,001-22-000004</a>Improvements and Asphalting to roads at Jayamuninagara in Kempegowda ward no 01 of Yelahanka Sub Division,ANJAN KUMAR Y A[phone removed],BR - 000040 / 01-Jul-2022CBR - / Rtgs - 001688 / 09-Jun-2025,3177627,2829837,347790
1946,577353,82,"082-22-000013</a>Repairs to electrical installation of BBMP Buildings coming under mahadevapura zone (82,81,55 & 25)",000043 VAISHNAVI ENTERPRIS[phone removed],BR - 000149 / 29-Mar-2023CBR - / Rtgs - 001843 / 09-Jun-2025,984930,930169,54761
1947,596295,82,"082-22-000013</a>Repairs to electrical installation of BBMP Buildings coming under mahadevapura zone (82,81,55 & 25)",000043 VAISHNAVI ENTERPRIS[phone removed],BR - 000042 / 18-Aug-2023CBR - / Rtgs - 001844 / 09-Jun-2025,281145,265199,15946
1948,659592,82,082-20-000011</a>M and R to Public lightings in Parks at Mahadevapura Constituency,SRI BASAVESHWARA ELECTRICALS[phone removed],BR - 000018 / 06-Jun-2024CBR - / Rtgs - 001845 / 09-Jun-2025,260778,250922,9856
1949,659940,55,055-20-000025</a>M and R to Public lightings in Parks at K R Pura Constituency,SRI BASAVESHWARA ELECTRICALS[phone removed],BR - 000019 / 06-Jun-2024CBR - / Rtgs - 001846 / 09-Jun-2025,814364,783590,30774
1950,673382,82,"082-22-000013</a>Repairs to electrical installation of BBMP Buildings coming under mahadevapura zone (82,81,55 & 25)",000043 VAISHNAVI ENTERPRIS[phone removed],BR - 000040 / 13-Aug-2024CBR - / Rtgs - 001847 / 09-Jun-2025,1252693,1192550,60143
1951,527271,80,080-22-000002</a>Providing CC Road in Old Binnamanagala in Ward No 80 Hoysala Nagara,023618 C JAYAKUMAAR[phone removed],BR - 000040 / 20-Jul-2024CBR - / Rtgs - 002628 / 09-Jun-2025,1539216,1390126,149090
1952,544462,46,046-20-000112</a>Filling of Pot Holes in Ward No. 46 J C Nagara.,023589 N S INFRAS[phone removed],BR - 000031 / 19-Sep-2022CBR - / Rtgs - 002629 / 09-Jun-2025,1701854,1549541,152313
1953,546656,78,078-19-000018</a>Construction of Sports Complex at Nethaji Road near Ambedkar Park in ward no 78 Pulikeshinagar,ABBU SAMBASIVA REDDY[phone removed],BR - 000085 / 30-Sep-2022CBR - / Rtgs - 002630 / 09-Jun-2025,9161921,8732107,429814
1954,551044,88,"088-22-000004</a>Providing Compound wall at new BBMP offices 12th main 2nd cross, HAL 2nd stage in 88-Jeevanbhimanagara",027150 M M R ENTERPRISES[phone removed],BR - 000052 / 29-Oct-2022CBR - / Rtgs - 002631 / 09-Jun-2025,1317330,1239820,77510
1955,561860,78,078-19-000018</a>Construction of Sports Complex at Nethaji Road near Ambedkar Park in ward no 78 Pulikeshinagar,ABBU SAMBASIVA REDDY[phone removed],BR - 000110 / 30-Dec-2022CBR - / Rtgs - 002632 / 09-Jun-2025,26981258,25713563,1267695
1956,562474,18,018-21-000011</a>Improvements to roads and Drains at Venkatachala Nagar HIG Colony in ward no 18 Radhakrishna temple,NITIN ENTERPRISES[phone removed],BR - 000048 / 02-Jan-2023CBR - / Rtgs - 002633 / 09-Jun-2025,10494663,9376072,1118591
1957,528796,50,050-17-000069</a>Improvements and Desilting of SWD and providing Covering slab at Krishnaiahnapalya in ward no 50,G C S CONSTRUCTION[phone removed],BR - 000028 / 02-Jul-2022CBR - / Rtgs - 002634 / 09-Jun-2025,2124111,1823973,300138
1958,565629,111,"111-22-000010</a>Improvements to Roads at Markham road & Cross roads & Surrounding area in Ward no 111, Shanthalanagara.",023390 NARESH KUMAR S[phone removed],BR - 000055 / 18-Jan-2023CBR - / Rtgs - 002635 / 09-Jun-2025,9771828,9261957,509871
1959,578805,24,024-22-000007</a>Improvements to roads and drains in Hilal Nagar 6th and 9th Main Road in HBR Layout and Surrounding area in Ward No-24 HBR Layout,022851 SURESH C[phone removed],BR - 000090 / 31-Mar-2023CBR - / Rtgs - 002636 / 09-Jun-2025,6135815,5802869,332946
1960,527276,57,057-22-000003</a>Maintanance and Repairs of Footpaths in Ward No 57 C V Raman Nagara for the Year 2021-22,023618 C JAYAKUMAAR[phone removed],BR - 000025 / 22-Jun-2022CBR - / Rtgs - 002637 / 09-Jun-2025,1701213,1542646,158567
1961,546682,89,089-22-000004</a>Improvements to Drains and Roads in ward No.89 Jogupalya for the Year 2021-22,032450 N R DAYANAND [phone removed],BR - 000031 / 30-Sep-2022CBR - / Rtgs - 002638 / 09-Jun-2025,2387571,2235247,152324
1962,552359,46,046-21-000011</a>IMPROVEMENTS TO CC ROADS AND DRAINS NEAR AK ASHRAMA AND SURROUNDING AREAS WITH COVERING SLABS AND KERBS IN WARD NO 46 J C NAGAR BANGALORE,VISHWANATH P[phone removed],BR - 000041 / 05-Nov-2022CBR - / Rtgs - 002639 / 09-Jun-2025,2763869,2494849,269020
1963,556329,111,111-22-000006</a>Improvements of Markham road cross lanes in ward no 111 Shanthalanagara for the year 2021-22,023390 NARESH KUMAR S[phone removed],BR - 000039 / 30-Nov-2022CBR - / Rtgs - 002640 / 09-Jun-2025,2252992,2085400,167592
1964,493554,68,068-21-000022</a>Improvements to road by converting bad cement road into asphalting roads to cross roads in Panchanagendra Kalyanamantapa road J C Nagara in ward no 68,PRAKASH[phone removed],BR - 000210 / 27-Jan-2022CBR - / Rtgs - 002710 / 09-Jun-2025,9874982,8532967,1342015
1965,535970,67,067-20-000137</a> Filling of potholes in Ward no 67 Nagapura,MARUTHI KUMAR G K[phone removed],BR - 000110 / 16-Aug-2022CBR - / Rtgs - 002711 / 09-Jun-2025,1795563,1441629,353934
1966,536869,102,102-20-000114</a>Providing and construction of Sri Sri Sri Balagangadharanath Swamiji Bronze Statue and development of work surrounding area in ward no 102 Vrushabhavathinagar,022216 LAKSHMI SAI ENTERPRI[phone removed],BR - 000137 / 01-Sep-2022CBR - / Rtgs - 002712 / 09-Jun-2025,16791504,15206797,1584707
1967,536875,102,102-22-000002</a>Providing Tensile Roof and other Development Works to Sri Sri Sri Balaganghadharanatha Swamiji Park @ BEML layout In Ward No:102 Vrushabhavathinagara ,022216 LAKSHMI SAI ENTERPRI[phone removed],BR - 000106 / 16-Aug-2022CBR - / Rtgs - 002713 / 09-Jun-2025,14709694,13337380,1372314
1968,537259,67,067-21-000005</a>Providing House Keeping of BBMP office Complex 12th main Nagapura in ward no 67,R RANGANATH[phone removed],BR - 000102 / 11-Aug-2022CBR - / Rtgs - 002714 / 09-Jun-2025,3018826,2504008,514818
1969,535946,75,075-20-000059</a> Filling of pothole with bituminous Concrete for Asphalt Roads in Ward No 75 Shankarmutt,MARUTHI KUMAR G K[phone removed],BR - 000142 / 07-Sep-2022CBR - / Rtgs - 002715 / 09-Jun-2025,1386668,1113225,273443
1970,545923,35,035-20-000012</a>Providing Drinking Water Scheme in Ward No 35 Aramanenagar,C DEVARAJU[phone removed],BR - 000053 / 30-Sep-2022CBR - / Rtgs - 002716 / 09-Jun-2025,279834,209788,70046
1971,537863,75,075-18-000040</a>Comprehensive development work in ward No. 75. Shankarmutt,M S V CONSTRUCTIONS [phone removed],BR - 000139 / 02-Sep-2022CBR - / Rtgs - 002717 / 09-Jun-2025,20364710,18136859,2227851
1972,551840,43,043-20-000185</a>Maintenance of Circular park in ward no 43 Nandini layout,LAKSHMI SAI ENTERPRI[phone removed],BR - 000175 / 07-Nov-2022CBR - / Rtgs - 002718 / 09-Jun-2025,1286307,1143825,142482
1973,550938,44,044-22-000012</a>Maintenance and repairs of Existing Borewells in Ward No. 44 Marappanapalya,024583 LOKESHA[phone removed],BR - 000171 / 29-Oct-2022CBR - / Rtgs - 002719 / 09-Jun-2025,1512806,1235565,277241
1974,507902,44,044-18-000117</a>Pot hole filling in ward NO.44 Marappanapalya ,MARUTHI KUMAR G K[phone removed],BR - 000269 / 24-Mar-2022CBR - / Rtgs - 002720 / 09-Jun-2025,1913316,1489268,424048
1975,527286,35,035-21-000002</a>Consultancy Service for Preparation Detailed Project Report for Improvements and resurfacing to roads in ward no 35 and 45 Mathikere sub division Malleshwaram,APOORVA CONSULTANCY[phone removed],BR - 000036 / 22-Jul-2022CBR - / Rtgs - 002721 / 09-Jun-2025,360000,274100,85900
1976,527268,36,036-21-000002</a>Consultancy service for preparation of Detailed Project Report for the work Improvements and resurfacing to roads in ward no 36 Mathikere sub division Malleshwaram,CIVIL HEM [phone removed],BR - 000038 / 22-Jul-2022CBR - / Rtgs - 002722 / 09-Jun-2025,475000,380000,95000
1977,528731,66,066-21-000004</a>Consultancy Service for Preparation Detailed Project Report for improvements and resurfacing to roads in ward no 66 and 76 Malleshwaram sub division Malleshwaram,APOORVA CONSULTANCY[phone removed],BR - 000034 / 22-Jul-2022CBR - / Rtgs - 002723 / 09-Jun-2025,265000,212000,53000
1978,528739,65,065-21-000013</a>Consultancy service for preparation of Detailed Project Report for Development works to roads and drains in ward no 65,APOORVA CONSULTANCY[phone removed],BR - 000033 / 22-Jul-2022CBR - / Rtgs - 002724 / 09-Jun-2025,499000,399200,99800
1979,528736,64,064-21-000002</a>Consultancy service for preparation of Detailed Project Report for the work Improvements and resurfacing to roads in ward no 64 Malleshwaram sub division Maslleshwaram,CIVIL HEM [phone removed],BR - 000035 / 22-Jul-2022CBR - / Rtgs - 002725 / 09-Jun-2025,470000,376000,94000
1980,528746,65,065-21-000004</a>Consultancy service for preparation of Detailed Project Report for the work Improvements and resurfacing to roads in ward no 65 Malleshwaram sub division Malleshwaram,APOORVA CONSULTANCY[phone removed],BR - 000031 / 21-Jul-2022CBR - / Rtgs - 002726 / 09-Jun-2025,275000,220000,55000
1981,552044,43,043-21-000015</a>Providing CC Patch and Maintenance of Drain and Footpath in ward 43 Nandinilayout, VARUN CONSTRUCTAION[phone removed],BR - 000178 / 14-Nov-2022CBR - / Rtgs - 002727 / 09-Jun-2025,1765728,1429129,336599
1982,546697,102,102-22-000009</a>Maintenance and Repairs of Existing Borewells In Ward No.102 Vrushabhavathinagara.,000081 RANGARAJU K [phone removed],BR - 000163 / 10-Oct-2022CBR - / Rtgs - 002728 / 09-Jun-2025,1740166,1426031,314135
1983,545999,75,075-22-000001</a>Providing Chainlink fencing in Ward No. 75 Shankarmutt.,032121 SIDDAIAHUMESH[phone removed],BR - 000157 / 29-Sep-2022CBR - / Rtgs - 002729 / 09-Jun-2025,529160,429956,99204
1984,540438,96,096-21-000010</a>Providing and Fixing LED street lights to Vattal Nagaraj Road From KB Junction to PF Junction in Wrad no 96,026620 NEW VARIETY ENTERPRI[phone removed],BR - 000071 / 10-Oct-2022CBR - / Rtgs - 002730 / 09-Jun-2025,364156,346365,17791
1985,540431,76,"076-21-000007</a>Providing High Intensity Illumination, U.G.Cable and Panel Board at M.K.K Road Harishchandra Ghat Road in ward no 76",026620 NEW VARIETY ENTERPRI[phone removed],BR - 000072 / 10-Oct-2022CBR - / Rtgs - 002731 / 09-Jun-2025,322333,306585,15748
1986,539898,43,043-22-000011</a>Providing Chainlink fencing at BBMP Property in WArd No 43 Nandinilayout ,SRI RAJARAJESHWARI E[phone removed],BR - 000133 / 26-Aug-2022CBR - / Rtgs - 002732 / 09-Jun-2025,535249,439192,96057
1987,542816,44,044-22-000007</a>Maintenance and repairs of Gowthamanagara health center and Ashokapura Doctor Quarters building in Ward No. 44 Marappanapalya,000081 RANGARAJU K [phone removed],BR - 000147 / 19-Sep-2022CBR - / Rtgs - 002733 / 09-Jun-2025,2538245,2069333,468912
1988,540745,74,074-22-000009</a>Providing roads and drains in Kamalanagar in Ward No. 74 Shakthiganapathinagar,SIDDAIAHUMESH[phone removed],BR - 000140 / 03-Sep-2022CBR - / Rtgs - 002734 / 09-Jun-2025,525807,474674,51133
1989,550846,67,067-21-000001</a>Maintenance of Swamy Vivekananda Park in ward no 67.,R RANGANATH[phone removed],BR - 000174 / 04-Nov-2022CBR - / Rtgs - 002735 / 09-Jun-2025,4999905,3994925,1004980
1990,557181,68,068-22-000003</a>Providing bore well and pipeline J C Nagar in Ward No. 68 Mahalakshmipuram,MARUTHI KUMAR G K[phone removed],BR - 000212 / 09-Dec-2022CBR - / Rtgs - 002736 / 09-Jun-2025,1567911,1286529,281382
1991,547206,74,"074-21-000004</a>Providing R O plant in Kuvempu Ranga Mandira in Shakthi Ganapathinagar ward no 74 BEML Layout, 1st Stage, Kamala Nagara Basaveswara Nagara Bangalore-79",UMAPATHY NAIDU R[phone removed],BR - 000168 / 20-Oct-2022CBR - / Rtgs - 002737 / 09-Jun-2025,1562863,1349056,213807
1992,410508,66,066-20-000055</a>Consultancy service for preparation of detailed project Report for Construction of BBMP Samudaya Bhavan and other development works at Subramanyanagar in ward no 66,CIVIL HEM [phone removed],BR - 000018 / 29-Apr-2021CBR - / Rtgs - 002738 / 09-Jun-2025,357000,285600,71400
